"index","trait","values","flag","transf","transf_val"
10,"Fe54",23.60212879,"Skewed","",NA
10,"Fe54",26.23274916,"Skewed","",NA
10,"Fe54",27.26701985,"Skewed","",NA
10,"Fe54",30.70502748,"Skewed","",NA
10,"Fe54",22.22249578,"Skewed","",NA
10,"Fe54",27.02937093,"Skewed","",NA
10,"Fe54",37.9377205,"Skewed","",NA
10,"Fe54",23.94459069,"Skewed","",NA
10,"Fe54",21.12484514,"Skewed","",NA
10,"Fe54",22.03048942,"Skewed","",NA
10,"Fe54",21.6810793,"Skewed","",NA
10,"Fe54",65.92592154,"Skewed","",NA
10,"Fe54",27.51746809,"Skewed","",NA
10,"Fe54",24.54498115,"Skewed","",NA
10,"Fe54",23.7124715,"Skewed","",NA
10,"Fe54",31.51125197,"Skewed","",NA
10,"Fe54",25.67432466,"Skewed","",NA
10,"Fe54",24.90845739,"Skewed","",NA
10,"Fe54",16.30153692,"Skewed","",NA
10,"Fe54",23.89979371,"Skewed","",NA
10,"Fe54",31.81569629,"Skewed","",NA
10,"Fe54",29.78002627,"Skewed","",NA
10,"Fe54",21.56323988,"Skewed","",NA
10,"Fe54",35.36464302,"Skewed","",NA
10,"Fe54",38.34500536,"Skewed","",NA
10,"Fe54",31.75477669,"Skewed","",NA
10,"Fe54",29.81251645,"Skewed","",NA
10,"Fe54",27.33269784,"Skewed","",NA
10,"Fe54",29.30073035,"Skewed","",NA
10,"Fe54",33.04586311,"Skewed","",NA
10,"Fe54",40.26253963,"Skewed","",NA
10,"Fe54",25.6464654,"Skewed","",NA
10,"Fe54",31.38520553,"Skewed","",NA
10,"Fe54",29.85374971,"Skewed","",NA
10,"Fe54",40.23143534,"Skewed","",NA
10,"Fe54",40.7630127,"Skewed","",NA
10,"Fe54",25.70669401,"Skewed","",NA
10,"Fe54",23.04599844,"Skewed","",NA
10,"Fe54",19.81976343,"Skewed","",NA
10,"Fe54",19.05227202,"Skewed","",NA
10,"Fe54",48.0791299,"Skewed","",NA
10,"Fe54",29.79969353,"Skewed","",NA
10,"Fe54",28.06357368,"Skewed","",NA
10,"Fe54",27.88668939,"Skewed","",NA
10,"Fe54",24.10828879,"Skewed","",NA
10,"Fe54",23.19394155,"Skewed","",NA
10,"Fe54",32.27327506,"Skewed","",NA
10,"Fe54",23.74003433,"Skewed","",NA
10,"Fe54",4.1329280855,"Skewed","",NA
10,"Fe54",23.86786254,"Skewed","",NA
10,"Fe54",29.00005145,"Skewed","",NA
10,"Fe54",34.25731193,"Skewed","",NA
10,"Fe54",59.96382001,"Skewed","",NA
10,"Fe54",31.83580589,"Skewed","",NA
10,"Fe54",23.94989587,"Skewed","",NA
10,"Fe54",26.90007985,"Skewed","",NA
10,"Fe54",31.34579588,"Skewed","",NA
10,"Fe54",18.24123688,"Skewed","",NA
10,"Fe54",25.88036967,"Skewed","",NA
10,"Fe54",26.70413668,"Skewed","",NA
10,"Fe54",30.88581952,"Skewed","",NA
10,"Fe54",23.66683218,"Skewed","",NA
10,"Fe54",21.24665577,"Skewed","",NA
10,"Fe54",23.36249682,"Skewed","",NA
10,"Fe54",31.25954297,"Skewed","",NA
10,"Fe54",34.89432215,"Skewed","",NA
10,"Fe54",36.68809689,"Skewed","",NA
10,"Fe54",26.97606819,"Skewed","",NA
10,"Fe54",37.57323026,"Skewed","",NA
10,"Fe54",25.18572901,"Skewed","",NA
10,"Fe54",26.67701256,"Skewed","",NA
10,"Fe54",35.81882619,"Skewed","",NA
10,"Fe54",23.70483142,"Skewed","",NA
10,"Fe54",28.49095504,"Skewed","",NA
10,"Fe54",27.50801909,"Skewed","",NA
10,"Fe54",31.9406696,"Skewed","",NA
10,"Fe54",33.9562186,"Skewed","",NA
10,"Fe54",24.94343776,"Skewed","",NA
10,"Fe54",39.77555537,"Skewed","",NA
10,"Fe54",38.7001642,"Skewed","",NA
11,"Mn55",54.53990772,"Skewed","",NA
11,"Mn55",52.57114203,"Skewed","",NA
11,"Mn55",36.664748,"Skewed","",NA
11,"Mn55",43.24367607,"Skewed","",NA
11,"Mn55",53.64704601,"Skewed","",NA
11,"Mn55",67.89663145,"Skewed","",NA
11,"Mn55",82.73278846,"Skewed","",NA
11,"Mn55",56.0355102,"Skewed","",NA
11,"Mn55",51.47730868,"Skewed","",NA
11,"Mn55",33.44925102,"Skewed","",NA
11,"Mn55",56.62508025,"Skewed","",NA
11,"Mn55",80.97299856,"Skewed","",NA
11,"Mn55",70.00813205,"Skewed","",NA
11,"Mn55",147.4309011,"Skewed","",NA
11,"Mn55",74.11879611,"Skewed","",NA
11,"Mn55",125.7401258,"Skewed","",NA
11,"Mn55",47.39844141,"Skewed","",NA
11,"Mn55",41.89817419,"Skewed","",NA
11,"Mn55",37.28919653,"Skewed","",NA
11,"Mn55",25.86539894,"Skewed","",NA
11,"Mn55",48.23083452,"Skewed","",NA
11,"Mn55",44.01244493,"Skewed","",NA
11,"Mn55",117.0829414,"Skewed","",NA
11,"Mn55",91.44492515,"Skewed","",NA
11,"Mn55",39.99643718,"Skewed","",NA
11,"Mn55",39.72407167,"Skewed","",NA
11,"Mn55",53.53017892,"Skewed","",NA
11,"Mn55",80.93965175,"Skewed","",NA
11,"Mn55",72.673377,"Skewed","",NA
11,"Mn55",59.76691389,"Skewed","",NA
11,"Mn55",73.66770388,"Skewed","",NA
11,"Mn55",36.81181001,"Skewed","",NA
11,"Mn55",38.39843535,"Skewed","",NA
11,"Mn55",48.3689013,"Skewed","",NA
11,"Mn55",97.03145447,"Skewed","",NA
11,"Mn55",53.46381221,"Skewed","",NA
11,"Mn55",84.18626385,"Skewed","",NA
11,"Mn55",17.79179364,"Skewed","",NA
11,"Mn55",25.92364716,"Skewed","",NA
11,"Mn55",53.91804971,"Skewed","",NA
11,"Mn55",57.3221063,"Skewed","",NA
11,"Mn55",93.60125416,"Skewed","",NA
11,"Mn55",90.02047479,"Skewed","",NA
11,"Mn55",21.92561751,"Skewed","",NA
11,"Mn55",26.87870037,"Skewed","",NA
11,"Mn55",32.36829238,"Skewed","",NA
11,"Mn55",20.38304438,"Skewed","",NA
11,"Mn55",21.39579439,"Skewed","",NA
11,"Mn55",34.85727728,"Skewed","",NA
11,"Mn55",53.26902998,"Skewed","",NA
11,"Mn55",45.06289051,"Skewed","",NA
11,"Mn55",37.05406879,"Skewed","",NA
11,"Mn55",52.78774223,"Skewed","",NA
11,"Mn55",28.3729879,"Skewed","",NA
11,"Mn55",37.00459735,"Skewed","",NA
11,"Mn55",91.25832758,"Skewed","",NA
11,"Mn55",45.86355767,"Skewed","",NA
11,"Mn55",21.76309495,"Skewed","",NA
11,"Mn55",82.93309618,"Skewed","",NA
11,"Mn55",26.23612596,"Skewed","",NA
11,"Mn55",9.573434295,"Skewed","",NA
11,"Mn55",83.1942465,"Skewed","",NA
11,"Mn55",34.73993477,"Skewed","",NA
11,"Mn55",23.44846061,"Skewed","",NA
11,"Mn55",44.33957525,"Skewed","",NA
11,"Mn55",69.91369899,"Skewed","",NA
11,"Mn55",43.91942696,"Skewed","",NA
11,"Mn55",26.98972291,"Skewed","",NA
11,"Mn55",50.61124331,"Skewed","",NA
11,"Mn55",34.38779617,"Skewed","",NA
11,"Mn55",60.63983185,"Skewed","",NA
11,"Mn55",53.42335214,"Skewed","",NA
11,"Mn55",23.78918091,"Skewed","",NA
11,"Mn55",22.72670639,"Skewed","",NA
11,"Mn55",31.79186794,"Skewed","",NA
11,"Mn55",159.1297361,"Skewed","",NA
11,"Mn55",30.21362892,"Skewed","",NA
11,"Mn55",39.41003332,"Skewed","",NA
11,"Mn55",58.35973956,"Skewed","",NA
11,"Mn55",15.5727522,"Skewed","",NA
11,"Mn55",20.52410752,"Skewed","",NA
11,"Mn55",20.91256503,"Skewed","",NA
11,"Mn55",39.92452907,"Skewed","",NA
11,"Mn55",25.57564984,"Skewed","",NA
11,"Mn55",23.89223713,"Skewed","",NA
11,"Mn55",40.691676,"Skewed","",NA
11,"Mn55",34.69119454,"Skewed","",NA
11,"Mn55",24.47899986,"Skewed","",NA
11,"Mn55",47.93143826,"Skewed","",NA
11,"Mn55",58.28731004,"Skewed","",NA
11,"Mn55",23.00078004,"Skewed","",NA
11,"Mn55",25.18441011,"Skewed","",NA
11,"Mn55",19.04063217,"Skewed","",NA
11,"Mn55",39.71944123,"Skewed","",NA
11,"Mn55",17.14433229,"Skewed","",NA
11,"Mn55",15.89814873,"Skewed","",NA
11,"Mn55",25.94797284,"Skewed","",NA
11,"Mn55",16.71851691,"Skewed","",NA
11,"Mn55",29.17583867,"Skewed","",NA
11,"Mn55",26.19945496,"Skewed","",NA
11,"Mn55",79.75166817,"Skewed","",NA
11,"Mn55",33.89378145,"Skewed","",NA
11,"Mn55",25.28346255,"Skewed","",NA
11,"Mn55",44.501077485,"Skewed","",NA
11,"Mn55",29.26042196,"Skewed","",NA
11,"Mn55",33.94433317,"Skewed","",NA
11,"Mn55",31.99442199,"Skewed","",NA
11,"Mn55",24.5649116,"Skewed","",NA
11,"Mn55",21.86432833,"Skewed","",NA
11,"Mn55",61.05749269,"Skewed","",NA
11,"Mn55",18.23905666,"Skewed","",NA
11,"Mn55",25.39713047,"Skewed","",NA
11,"Mn55",69.33968038,"Skewed","",NA
11,"Mn55",15.93780635,"Skewed","",NA
11,"Mn55",28.05756545,"Skewed","",NA
11,"Mn55",15.53590519,"Skewed","",NA
11,"Mn55",20.96598981,"Skewed","",NA
11,"Mn55",28.43037046,"Skewed","",NA
11,"Mn55",22.85013116,"Skewed","",NA
11,"Mn55",27.39590551,"Skewed","",NA
11,"Mn55",28.70321774,"Skewed","",NA
11,"Mn55",24.55664638,"Skewed","",NA
11,"Mn55",22.25067486,"Skewed","",NA
11,"Mn55",29.72701648,"Skewed","",NA
11,"Mn55",35.06749753,"Skewed","",NA
11,"Mn55",21.38816609,"Skewed","",NA
11,"Mn55",23.68906718,"Skewed","",NA
11,"Mn55",35.41422416,"Skewed","",NA
11,"Mn55",33.11641523,"Skewed","",NA
11,"Mn55",26.68572669,"Skewed","",NA
11,"Mn55",44.27696439,"Skewed","",NA
11,"Mn55",22.46180894,"Skewed","",NA
11,"Mn55",30.27482883,"Skewed","",NA
11,"Mn55",53.96538641,"Skewed","",NA
11,"Mn55",25.00401133,"Skewed","",NA
11,"Mn55",20.69355927,"Skewed","",NA
11,"Mn55",22.82302062,"Skewed","",NA
11,"Mn55",20.41940764,"Skewed","",NA
11,"Mn55",27.80805846,"Skewed","",NA
11,"Mn55",32.35871724,"Skewed","",NA
11,"Mn55",24.9028809,"Skewed","",NA
11,"Mn55",18.08385424,"Skewed","",NA
11,"Mn55",23.64888512,"Skewed","",NA
11,"Mn55",43.32109891,"Skewed","",NA
11,"Mn55",17.01129454,"Skewed","",NA
11,"Mn55",19.86151944,"Skewed","",NA
11,"Mn55",20.78641203,"Skewed","",NA
11,"Mn55",19.82713474,"Skewed","",NA
11,"Mn55",30.98579441,"Skewed","",NA
11,"Mn55",32.24751774,"Skewed","",NA
11,"Mn55",24.33190608,"Skewed","",NA
11,"Mn55",24.89139089,"Skewed","",NA
11,"Mn55",67.9092823,"Skewed","",NA
11,"Mn55",28.93068447,"Skewed","",NA
11,"Mn55",28.65029713,"Skewed","",NA
11,"Mn55",42.97557993,"Skewed","",NA
11,"Mn55",27.30695785,"Skewed","",NA
11,"Mn55",41.74570048,"Skewed","",NA
11,"Mn55",27.53305564,"Skewed","",NA
11,"Mn55",22.70744112,"Skewed","",NA
11,"Mn55",53.32829777,"Skewed","",NA
11,"Mn55",23.67151143,"Skewed","",NA
11,"Mn55",43.88289949,"Skewed","",NA
11,"Mn55",28.82612238,"Skewed","",NA
11,"Mn55",36.21571118,"Skewed","",NA
11,"Mn55",38.94187352,"Skewed","",NA
11,"Mn55",70.25374947,"Skewed","",NA
11,"Mn55",49.8458906,"Skewed","",NA
11,"Mn55",21.358874,"Skewed","",NA
11,"Mn55",33.1097037,"Skewed","",NA
11,"Mn55",24.94766335,"Skewed","",NA
11,"Mn55",63.42059415,"Skewed","",NA
11,"Mn55",59.60091811,"Skewed","",NA
11,"Mn55",86.93898997,"Skewed","",NA
11,"Mn55",32.15670791,"Skewed","",NA
11,"Mn55",19.59494459,"Skewed","",NA
11,"Mn55",24.30612158,"Skewed","",NA
11,"Mn55",53.85712822,"Skewed","",NA
11,"Mn55",32.74822906,"Skewed","",NA
11,"Mn55",29.373096,"Skewed","",NA
11,"Mn55",35.49451167,"Skewed","",NA
11,"Mn55",20.4113752,"Skewed","",NA
11,"Mn55",24.24758847,"Skewed","",NA
11,"Mn55",49.99569638,"Skewed","",NA
11,"Mn55",30.7043908,"Skewed","",NA
11,"Mn55",51.6553094,"Skewed","",NA
11,"Mn55",44.98165034,"Skewed","",NA
11,"Mn55",39.25208171,"Skewed","",NA
11,"Mn55",40.50911965,"Skewed","",NA
11,"Mn55",40.88983679,"Skewed","",NA
11,"Mn55",31.83374206,"Skewed","",NA
11,"Mn55",36.26758026,"Skewed","",NA
11,"Mn55",37.23072932,"Skewed","",NA
11,"Mn55",25.83685318,"Skewed","",NA
11,"Mn55",20.10457751,"Skewed","",NA
11,"Mn55",55.44667195,"Skewed","",NA
11,"Mn55",39.17217794,"Skewed","",NA
11,"Mn55",57.66688983,"Skewed","",NA
11,"Mn55",33.7282071,"Skewed","",NA
11,"Mn55",22.76851652,"Skewed","",NA
11,"Mn55",31.44815353,"Skewed","",NA
11,"Mn55",47.29876906,"Skewed","",NA
11,"Mn55",36.1535437,"Skewed","",NA
11,"Mn55",65.75066728,"Skewed","",NA
11,"Mn55",35.29986696,"Skewed","",NA
11,"Mn55",30.08453466,"Skewed","",NA
11,"Mn55",31.97815022,"Skewed","",NA
11,"Mn55",45.95887361,"Skewed","",NA
11,"Mn55",78.64613433,"Skewed","",NA
11,"Mn55",23.72065053,"Skewed","",NA
11,"Mn55",30.04272475,"Skewed","",NA
11,"Mn55",24.18302399,"Skewed","",NA
11,"Mn55",102.918999,"Skewed","",NA
11,"Mn55",59.97138247,"Skewed","",NA
11,"Mn55",31.35418803,"Skewed","",NA
11,"Mn55",38.08244682,"Skewed","",NA
11,"Mn55",67.46138984,"Skewed","",NA
12,"Co59",0.188765445,"Skewed","",NA
12,"Co59",0.282940026,"Skewed","",NA
12,"Co59",0.204520839,"Skewed","",NA
12,"Co59",0.201085208,"Skewed","",NA
12,"Co59",0.353459542,"Skewed","",NA
12,"Co59",0.233101325,"Skewed","",NA
12,"Co59",0.318521771,"Skewed","",NA
12,"Co59",0.157284287,"Skewed","",NA
12,"Co59",0.0240148495,"Skewed","",NA
12,"Co59",0.096942674,"Skewed","",NA
12,"Co59",0.139092506,"Skewed","",NA
12,"Co59",0.26791135,"Skewed","",NA
12,"Co59",0.121658295,"Skewed","",NA
12,"Co59",0.257470887,"Skewed","",NA
12,"Co59",0.177028978,"Skewed","",NA
12,"Co59",0.218223245,"Skewed","",NA
12,"Co59",0.141202715,"Skewed","",NA
12,"Co59",0.112612765,"Skewed","",NA
12,"Co59",0.153667812,"Skewed","",NA
12,"Co59",0.105795855,"Skewed","",NA
12,"Co59",0.113587515,"Skewed","",NA
12,"Co59",0.221272922,"Skewed","",NA
12,"Co59",0.214339612,"Skewed","",NA
12,"Co59",0.153776182,"Skewed","",NA
12,"Co59",0.102043477,"Skewed","",NA
12,"Co59",0.120809721,"Skewed","",NA
12,"Co59",0.090866427,"Skewed","",NA
12,"Co59",0.188235886,"Skewed","",NA
12,"Co59",0.103922395,"Skewed","",NA
12,"Co59",0.202829844,"Skewed","",NA
12,"Co59",0.221249954,"Skewed","",NA
12,"Co59",0.263846847,"Skewed","",NA
12,"Co59",0.108114084,"Skewed","",NA
12,"Co59",0.144811219,"Skewed","",NA
12,"Co59",0.280101137,"Skewed","",NA
12,"Co59",0.165092857,"Skewed","",NA
12,"Co59",0.294751248,"Skewed","",NA
12,"Co59",0.104036551,"Skewed","",NA
12,"Co59",0.066043598,"Skewed","",NA
12,"Co59",0.115190348,"Skewed","",NA
12,"Co59",0.122048377,"Skewed","",NA
12,"Co59",0.160164105,"Skewed","",NA
12,"Co59",0.138440308,"Skewed","",NA
12,"Co59",0.087806758,"Skewed","",NA
12,"Co59",0.082087748,"Skewed","",NA
12,"Co59",0.091947382,"Skewed","",NA
12,"Co59",0.083861304,"Skewed","",NA
12,"Co59",0.150106563,"Skewed","",NA
12,"Co59",0.138013894,"Skewed","",NA
12,"Co59",0.205467206,"Skewed","",NA
12,"Co59",0.129181189,"Skewed","",NA
12,"Co59",0.115645903,"Skewed","",NA
12,"Co59",0.137077188,"Skewed","",NA
12,"Co59",0.120892462,"Skewed","",NA
12,"Co59",0.115584489,"Skewed","",NA
12,"Co59",0.167910049,"Skewed","",NA
12,"Co59",0.135870204,"Skewed","",NA
12,"Co59",0.079049035,"Skewed","",NA
12,"Co59",0.281032694,"Skewed","",NA
12,"Co59",0.084818841,"Skewed","",NA
12,"Co59",0.068618269,"Skewed","",NA
12,"Co59",0.228423018,"Skewed","",NA
12,"Co59",0.136304759,"Skewed","",NA
12,"Co59",0.380759525,"Skewed","",NA
12,"Co59",0.097428423,"Skewed","",NA
12,"Co59",0.152665862,"Skewed","",NA
12,"Co59",0.152591796,"Skewed","",NA
12,"Co59",0.124308489,"Skewed","",NA
12,"Co59",0.132493351,"Skewed","",NA
12,"Co59",0.059712078,"Skewed","",NA
12,"Co59",0.098396769,"Skewed","",NA
12,"Co59",0.083200235,"Skewed","",NA
12,"Co59",0.12055579,"Skewed","",NA
12,"Co59",0.096182941,"Skewed","",NA
12,"Co59",0.135704375,"Skewed","",NA
12,"Co59",0.225557647,"Skewed","",NA
12,"Co59",0.067272478,"Skewed","",NA
12,"Co59",0.091166886,"Skewed","",NA
12,"Co59",0.123241849,"Skewed","",NA
12,"Co59",0.063701176,"Skewed","",NA
12,"Co59",0.263375828,"Skewed","",NA
12,"Co59",0.061198875,"Skewed","",NA
12,"Co59",0.101379631,"Skewed","",NA
12,"Co59",0.065843436,"Skewed","",NA
12,"Co59",0.106835872,"Skewed","",NA
12,"Co59",0.083235055,"Skewed","",NA
12,"Co59",0.054438395,"Skewed","",NA
12,"Co59",0.087386701,"Skewed","",NA
12,"Co59",0.078977965,"Skewed","",NA
12,"Co59",0.182681485,"Skewed","",NA
12,"Co59",0.121944152,"Skewed","",NA
12,"Co59",0.126978851,"Skewed","",NA
12,"Co59",0.097144451,"Skewed","",NA
12,"Co59",0.068492017,"Skewed","",NA
12,"Co59",0.055189109,"Skewed","",NA
12,"Co59",0.159250574,"Skewed","",NA
12,"Co59",0.112145406,"Skewed","",NA
12,"Co59",0.116387357,"Skewed","",NA
12,"Co59",0.085512898,"Skewed","",NA
12,"Co59",0.096094309,"Skewed","",NA
12,"Co59",0.113131737,"Skewed","",NA
12,"Co59",0.12962185,"Skewed","",NA
12,"Co59",0.108848037,"Skewed","",NA
12,"Co59",0.1148087755,"Skewed","",NA
12,"Co59",0.061019435,"Skewed","",NA
12,"Co59",0.129973373,"Skewed","",NA
12,"Co59",0.123942923,"Skewed","",NA
12,"Co59",0.068007207,"Skewed","",NA
12,"Co59",0.086709371,"Skewed","",NA
12,"Co59",0.076549226,"Skewed","",NA
12,"Co59",0.097558224,"Skewed","",NA
12,"Co59",0.091505825,"Skewed","",NA
12,"Co59",0.134954255,"Skewed","",NA
12,"Co59",0.082403194,"Skewed","",NA
12,"Co59",0.120828324,"Skewed","",NA
12,"Co59",0.096648996,"Skewed","",NA
12,"Co59",0.097932736,"Skewed","",NA
12,"Co59",0.131383267,"Skewed","",NA
12,"Co59",0.060003027,"Skewed","",NA
12,"Co59",0.113560921,"Skewed","",NA
12,"Co59",0.117225068,"Skewed","",NA
12,"Co59",0.105175221,"Skewed","",NA
12,"Co59",0.106652898,"Skewed","",NA
12,"Co59",0.141851216,"Skewed","",NA
12,"Co59",0.099654296,"Skewed","",NA
12,"Co59",0.13025484,"Skewed","",NA
12,"Co59",0.15619488,"Skewed","",NA
12,"Co59",0.10369312,"Skewed","",NA
12,"Co59",0.105301884,"Skewed","",NA
12,"Co59",0.072664722,"Skewed","",NA
12,"Co59",0.122489454,"Skewed","",NA
12,"Co59",0.082657638,"Skewed","",NA
12,"Co59",0.084975342,"Skewed","",NA
12,"Co59",0.129429435,"Skewed","",NA
12,"Co59",0.087172312,"Skewed","",NA
12,"Co59",0.096693927,"Skewed","",NA
12,"Co59",0.083018255,"Skewed","",NA
12,"Co59",0.140828732,"Skewed","",NA
12,"Co59",0.127978483,"Skewed","",NA
12,"Co59",0.12392126,"Skewed","",NA
12,"Co59",0.107904423,"Skewed","",NA
12,"Co59",0.099898218,"Skewed","",NA
12,"Co59",0.073492942,"Skewed","",NA
12,"Co59",0.097902764,"Skewed","",NA
12,"Co59",0.076133436,"Skewed","",NA
12,"Co59",0.087013413,"Skewed","",NA
12,"Co59",0.15201873,"Skewed","",NA
12,"Co59",0.1251426,"Skewed","",NA
12,"Co59",0.147844449,"Skewed","",NA
12,"Co59",0.16338121,"Skewed","",NA
12,"Co59",0.108550588,"Skewed","",NA
12,"Co59",0.096614302,"Skewed","",NA
12,"Co59",0.162868246,"Skewed","",NA
12,"Co59",0.097542169,"Skewed","",NA
12,"Co59",0.10784638,"Skewed","",NA
12,"Co59",0.139638547,"Skewed","",NA
12,"Co59",0.153781746,"Skewed","",NA
12,"Co59",0.076980808,"Skewed","",NA
12,"Co59",0.111959435,"Skewed","",NA
12,"Co59",0.078805706,"Skewed","",NA
12,"Co59",0.07625568,"Skewed","",NA
12,"Co59",0.140567121,"Skewed","",NA
12,"Co59",0.086580159,"Skewed","",NA
12,"Co59",0.090841455,"Skewed","",NA
12,"Co59",0.133789686,"Skewed","",NA
12,"Co59",0.094132591,"Skewed","",NA
12,"Co59",0.112524337,"Skewed","",NA
12,"Co59",0.119821466,"Skewed","",NA
12,"Co59",0.10427707,"Skewed","",NA
12,"Co59",0.067183861,"Skewed","",NA
12,"Co59",0.072576553,"Skewed","",NA
12,"Co59",0.147126444,"Skewed","",NA
12,"Co59",0.168760735,"Skewed","",NA
12,"Co59",0.187246285,"Skewed","",NA
12,"Co59",0.054837865,"Skewed","",NA
12,"Co59",0.088022999,"Skewed","",NA
12,"Co59",0.07693907,"Skewed","",NA
12,"Co59",0.146031859,"Skewed","",NA
12,"Co59",0.09642888,"Skewed","",NA
12,"Co59",0.115011958,"Skewed","",NA
12,"Co59",0.165624578,"Skewed","",NA
12,"Co59",0.114667396,"Skewed","",NA
12,"Co59",0.088004151,"Skewed","",NA
12,"Co59",0.088306133,"Skewed","",NA
12,"Co59",0.093977353,"Skewed","",NA
12,"Co59",0.271042606,"Skewed","",NA
12,"Co59",0.11574265,"Skewed","",NA
12,"Co59",0.114926321,"Skewed","",NA
12,"Co59",0.141538254,"Skewed","",NA
12,"Co59",0.170414343,"Skewed","",NA
12,"Co59",0.074714594,"Skewed","",NA
12,"Co59",0.06373613,"Skewed","",NA
12,"Co59",0.069392498,"Skewed","",NA
12,"Co59",0.073101473,"Skewed","",NA
12,"Co59",0.07328695,"Skewed","",NA
12,"Co59",0.07727397,"Skewed","",NA
12,"Co59",0.04964185,"Skewed","",NA
12,"Co59",0.121793313,"Skewed","",NA
12,"Co59",0.14686944,"Skewed","",NA
12,"Co59",0.048029699,"Skewed","",NA
12,"Co59",0.063381227,"Skewed","",NA
12,"Co59",0.155502077,"Skewed","",NA
12,"Co59",0.168204049,"Skewed","",NA
12,"Co59",0.155437507,"Skewed","",NA
12,"Co59",0.122231089,"Skewed","",NA
12,"Co59",0.064357224,"Skewed","",NA
12,"Co59",0.064229951,"Skewed","",NA
12,"Co59",0.099893319,"Skewed","",NA
12,"Co59",0.101390761,"Skewed","",NA
12,"Co59",0.092371721,"Skewed","",NA
12,"Co59",0.091739646,"Skewed","",NA
12,"Co59",0.061448506,"Skewed","",NA
12,"Co59",0.123661913,"Skewed","",NA
12,"Co59",0.120591594,"Skewed","",NA
12,"Co59",0.081795464,"Skewed","",NA
12,"Co59",0.131644701,"Skewed","",NA
12,"Co59",0.117510837,"Skewed","",NA
13,"Ni60",0.813897465,"Skewed","",NA
13,"Ni60",0.648418658,"Skewed","",NA
13,"Ni60",0.555300335,"Skewed","",NA
13,"Ni60",0.660281969,"Skewed","",NA
13,"Ni60",0.103596911,"Skewed","",NA
13,"Ni60",0.687711185,"Skewed","",NA
13,"Ni60",0.940657263,"Skewed","",NA
13,"Ni60",0.628594839,"Skewed","",NA
13,"Ni60",0.103596911,"Skewed","",NA
13,"Ni60",0.429100334,"Skewed","",NA
13,"Ni60",0.683843406,"Skewed","",NA
13,"Ni60",0.863386048,"Skewed","",NA
13,"Ni60",0.546039501,"Skewed","",NA
13,"Ni60",0.824355578,"Skewed","",NA
13,"Ni60",0.666377793,"Skewed","",NA
13,"Ni60",1.009950895,"Skewed","",NA
13,"Ni60",0.588032429,"Skewed","",NA
13,"Ni60",0.624426785,"Skewed","",NA
13,"Ni60",0.919254566,"Skewed","",NA
13,"Ni60",0.577188778,"Skewed","",NA
13,"Ni60",0.61122383,"Skewed","",NA
13,"Ni60",0.815339982,"Skewed","",NA
13,"Ni60",0.774553729,"Skewed","",NA
13,"Ni60",0.774288788,"Skewed","",NA
13,"Ni60",0.516232887,"Skewed","",NA
13,"Ni60",0.431215627,"Skewed","",NA
13,"Ni60",0.424623227,"Skewed","",NA
13,"Ni60",0.584881374,"Skewed","",NA
13,"Ni60",0.635148911,"Skewed","",NA
13,"Ni60",0.688384522,"Skewed","",NA
13,"Ni60",0.877543238,"Skewed","",NA
13,"Ni60",0.813412859,"Skewed","",NA
13,"Ni60",0.520301398,"Skewed","",NA
13,"Ni60",0.668777439,"Skewed","",NA
13,"Ni60",0.900370537,"Skewed","",NA
13,"Ni60",0.91250827,"Skewed","",NA
13,"Ni60",0.895012845,"Skewed","",NA
13,"Ni60",0.515479535,"Skewed","",NA
13,"Ni60",0.40958244,"Skewed","",NA
13,"Ni60",0.702756056,"Skewed","",NA
13,"Ni60",0.506992415,"Skewed","",NA
13,"Ni60",1.051487025,"Skewed","",NA
13,"Ni60",0.614882082,"Skewed","",NA
13,"Ni60",0.449032686,"Skewed","",NA
13,"Ni60",0.379668832,"Skewed","",NA
13,"Ni60",0.502107889,"Skewed","",NA
13,"Ni60",0.433978963,"Skewed","",NA
13,"Ni60",0.526092903,"Skewed","",NA
13,"Ni60",0.692107374,"Skewed","",NA
13,"Ni60",0.672326815,"Skewed","",NA
13,"Ni60",0.683527046,"Skewed","",NA
13,"Ni60",0.42720277,"Skewed","",NA
13,"Ni60",0.52381066,"Skewed","",NA
13,"Ni60",0.599761047,"Skewed","",NA
13,"Ni60",0.373690828,"Skewed","",NA
13,"Ni60",0.599850675,"Skewed","",NA
13,"Ni60",0.668556984,"Skewed","",NA
13,"Ni60",0.467246374,"Skewed","",NA
13,"Ni60",1.112154587,"Skewed","",NA
13,"Ni60",0.358217014,"Skewed","",NA
13,"Ni60",0.358193738,"Skewed","",NA
13,"Ni60",0.813667529,"Skewed","",NA
13,"Ni60",0.614377179,"Skewed","",NA
13,"Ni60",1.317614336,"Skewed","",NA
13,"Ni60",0.948642112,"Skewed","",NA
13,"Ni60",0.651263354,"Skewed","",NA
13,"Ni60",0.719160642,"Skewed","",NA
13,"Ni60",0.499418102,"Skewed","",NA
13,"Ni60",0.559657031,"Skewed","",NA
13,"Ni60",0.47015351,"Skewed","",NA
13,"Ni60",0.63800994,"Skewed","",NA
13,"Ni60",0.591991158,"Skewed","",NA
13,"Ni60",0.390303288,"Skewed","",NA
13,"Ni60",0.332139886,"Skewed","",NA
13,"Ni60",0.555061803,"Skewed","",NA
13,"Ni60",0.960148725,"Skewed","",NA
13,"Ni60",0.565812922,"Skewed","",NA
